room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
548082,1183,2694170,Entire home/apt,,Philadelphia,,RITTENHOUSE,19,5.0,4,1.0,,165.0,,2017-05-04 20:52:40.529369,39.949049,-75.176634,0101000020E61000002657B1F84DCB52C098A608707AF94340
8208839,1183,43286215,Entire home/apt,,Philadelphia,,OVERBROOK,1,0.0,2,2.0,,180.0,,2017-05-04 20:51:11.878150,39.990776,-75.248277,0101000020E610000056D636C5E3CF52C0B2D47ABFD1FE4340
14102599,1183,25188,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,2,1.0,,139.0,,2017-05-04 20:50:38.830088,39.950703,-75.164848,0101000020E6100000E833A0DE8CCA52C0C39ACAA2B0F94340
10154958,1183,52119697,Entire home/apt,,Philadelphia,,GERMANTOWN_MORTON,7,3.5,7,4.0,,129.0,,2017-05-04 20:50:35.173775,40.045387,-75.170885,0101000020E61000002098A3C7EFCA52C0EF54C03DCF054440
11859941,1183,21062201,Entire home/apt,,Philadelphia,,NORTHERN_LIBERTIES,2,0.0,6,2.0,,135.0,,2017-05-04 20:50:33.111681,39.969014,-75.138709,0101000020E61000004CAAB69BE0C852C0DEAE97A608FC4340
4317255,1183,22129776,Entire home/apt,,Philadelphia,,LOGAN_SQUARE,7,4.5,3,1.0,,114.0,,2017-05-04 20:49:51.040019,39.954046,-75.176434,0101000020E6100000C2F9D4B14ACB52C09770E82D1EFA4340
12622069,1183,22129776,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,2,0.0,,95.0,,2017-05-04 20:48:52.646773,39.949811,-75.174172,0101000020E610000040F850A225CB52C0C630276893F94340
9186988,1183,6680836,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,2,0.0,,85.0,,2017-05-04 20:48:45.411074,39.953056,-75.175095,0101000020E61000005CACA8C134CB52C0D7A02FBDFDF94340
4663697,1183,22129776,Entire home/apt,,Philadelphia,,WASHINGTON_SQUARE,0,0.0,2,0.0,,63.0,,2017-05-04 20:46:06.846067,39.948066,-75.162722,0101000020E6100000BE1589096ACA52C08A39083A5AF94340
17991001,1183,16782712,Entire home/apt,,Philadelphia,,WISSAHICKON,0,0.0,4,2.0,,45.0,,2017-05-04 20:45:42.557832,40.018998,-75.21169,0101000020E6100000FAB836548CCD52C03F58C6866E024440
16796635,1183,84241398,Entire home/apt,,Philadelphia,,WALNUT_HILL,0,0.0,3,1.0,,59.0,,2017-05-04 20:45:42.555101,39.954565,-75.216032,0101000020E6100000EDB8E177D3CD52C00074982F2FFA4340
7387985,1183,38702916,Entire home/apt,,Philadelphia,,GRADUATE_HOSPITAL,0,0.0,7,4.0,,3000.0,,2017-05-04 20:44:48.743627,39.943504,-75.167773,0101000020E6100000B709F7CABCCA52C095D233BDC4F84340
7887191,1183,41580723,Entire home/apt,,Philadelphia,,SPRUCE_HILL,0,0.0,6,4.0,,4000.0,,2017-05-04 20:44:31.547985,39.949769,-75.21326,0101000020E6100000E162450DA6CD52C098E0D40792F94340
7337971,1183,38336118,Entire home/apt,,Philadelphia,,SPRUCE_HILL,0,0.0,8,8.0,,1800.0,,2017-05-04 20:44:27.851009,39.953505,-75.206025,0101000020E6100000234A7B832FCD52C047C9AB730CFA4340
7368137,1183,38608069,Entire home/apt,,Philadelphia,,GRADUATE_HOSPITAL,0,0.0,4,1.0,,1750.0,,2017-05-04 20:44:16.342284,39.942913,-75.18284,0101000020E6100000A4198BA6B3CB52C093FC885FB1F84340
6976172,1183,4124236,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,5,2.0,,2000.0,,2017-05-04 20:44:07.002789,39.951641,-75.172643,0101000020E610000088B839950CCB52C031444E5FCFF94340
7454070,1183,39035677,Entire home/apt,,Philadelphia,,POINT_BREEZE,0,0.0,6,2.0,,2000.0,,2017-05-04 20:44:07.000294,39.936768,-75.167878,0101000020E6100000F2ED5D83BECA52C03CF88903E8F74340
8171688,1183,43126786,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,12,4.0,,1580.0,,2017-05-04 20:44:06.994597,39.948093,-75.171643,0101000020E610000097E5EB32FCCA52C08448861C5BF94340
6053489,1183,22129776,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,4,2.0,,1699.0,,2017-05-04 20:44:06.971818,39.94736,-75.165771,0101000020E610000004E8F7FD9BCA52C0F0C4AC1743F94340
5504399,1183,3244485,Entire home/apt,,Philadelphia,,GRADUATE_HOSPITAL,0,0.0,8,3.0,,1800.0,,2017-05-04 20:44:05.374849,39.941232,-75.171081,0101000020E6100000E3FDB8FDF2CA52C06EF9484A7AF84340
8338967,1183,43048986,Entire home/apt,,Philadelphia,,MANTUA,0,0.0,8,3.0,,2000.0,,2017-05-04 20:43:52.497337,39.964745,-75.195537,0101000020E61000001C0A9FAD83CC52C061FD9FC37CFB4340
