room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
8170906,1425,43122851,Entire home/apt,,Philadelphia,,ANDORRA,0,0.0,10,5.0,,3500.0,,2017-07-10 02:20:09.803611,40.06779,-75.239549,0101000020E6100000873254C554CF52C0787FBC57AD084440
7433225,1425,38936686,Entire home/apt,,Philadelphia,,MOUNT_AIRY_EAST,0,0.0,11,6.0,,2500.0,,2017-07-10 02:20:08.290075,40.067934,-75.181855,0101000020E61000004D672783A3CB52C0AB24B20FB2084440
7620761,1425,39971191,Entire home/apt,,Philadelphia,,GERMANY_HILL,0,0.0,5,2.0,,1450.0,,2017-07-10 02:13:55.297590,40.033899,-75.236677,0101000020E6100000C9AD49B725CF52C0FD2E6CCD56044440
6689113,1425,35007770,Entire home/apt,,Philadelphia,,CHESTNUT_HILL,0,0.0,6,3.0,,1250.0,,2017-07-10 02:13:28.072986,40.077557,-75.207511,0101000020E6100000DBA337DC47CD52C0B6494563ED094440
6852208,1425,35905350,Entire home/apt,,Philadelphia,,OVERBROOK,0,0.0,4,3.0,,800.0,,2017-07-10 02:08:03.908003,39.975693,-75.269369,0101000020E6100000996379573DD152C0D3F71A82E3FC4340
5813878,1425,20860707,Entire home/apt,,Philadelphia,,CHESTNUT_HILL,0,0.0,10,5.0,,750.0,,2017-07-10 02:07:19.281697,40.078375,-75.202415,0101000020E6100000124E0B5EF4CC52C079E92631080A4440
7731273,1425,40627025,Entire home/apt,,Philadelphia,,CHESTNUT_HILL,0,0.0,10,5.0,,995.0,,2017-07-10 02:07:19.272202,40.068858,-75.201445,0101000020E610000056BC9179E4CC52C0B308C556D0084440
1500077,1425,7521843,Entire home/apt,,Philadelphia,,EAST_FALLS,1,0.0,4,2.0,,750.0,,2017-07-10 02:06:56.700872,40.008336,-75.192321,0101000020E61000006155BDFC4ECC52C092B06F2711014440
5691885,1425,29444857,Entire home/apt,,Philadelphia,,OVERBROOK,0,0.0,5,3.0,,600.0,,2017-07-10 02:00:46.412440,39.978256,-75.263827,0101000020E61000005133A48AE2D052C0D28E1B7E37FD4340
8208262,1425,22576780,Entire home/apt,,Philadelphia,,RITTENHOUSE,0,0.0,5,2.0,,399.0,,2017-07-10 01:56:43.376378,39.950944,-75.166913,0101000020E6100000BE11DDB3AECA52C0E9297288B8F94340
