room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
6913846,1305,13616611,Shared room,,Philadelphia,,OLD_CITY,0,0.0,1,1.0,,50.0,,2017-06-09 06:14:01.788462,39.952261,-75.142632,0101000020E61000003DD7F7E120C952C0CD203EB0E3F94340
8532620,1305,44926046,Shared room,,Philadelphia,,LAWNDALE,0,0.0,10,1.0,,500.0,,2017-06-09 06:14:00.450054,40.045087,-75.102884,0101000020E610000007D2C5A695C652C0C53C2B69C5054440
7883411,1305,1274458,Shared room,,Philadelphia,,WYNNEFIELD_HEIGHTS,1,0.0,4,1.0,,158.0,,2017-06-09 06:14:00.443568,40.00311,-75.202281,0101000020E61000008AE6012CF2CC52C0312592E865004440
8211704,1305,40903605,Shared room,,Philadelphia,,KINGSESSING,1,0.0,2,1.0,,90.0,,2017-06-09 06:14:00.440863,39.94275,-75.222611,0101000020E6100000B62E35423FCE52C0E9263108ACF84340
8402831,1305,29726449,Shared room,,Philadelphia,,MANTUA,1,0.0,1,1.0,,50.0,,2017-06-09 06:14:00.437947,39.962305,-75.190886,0101000020E6100000EAD0E97937CC52C07EE36BCF2CFB4340
7809489,1305,41111988,Shared room,,Philadelphia,,LOGAN_SQUARE,0,0.0,2,1.0,,575.0,,2017-06-09 06:14:00.435017,39.954303,-75.171236,0101000020E610000076F9D687F5CA52C0C3BCC79926FA4340
16051991,1305,104464187,Shared room,,Philadelphia,,CLEARVIEW,0,0.0,1,1.0,,150.0,,2017-06-09 06:14:00.432240,39.910032,-75.243522,0101000020E6100000D1764CDD95CF52C02028B7ED7BF44340
14105075,1305,29715906,Shared room,,Philadelphia,,BREWERYTOWN,1,0.0,2,1.0,,55.0,,2017-06-09 06:14:00.429237,39.977865,-75.186816,0101000020E6100000A69718CBF4CB52C0977329AE2AFD4340
12851036,1305,70206064,Shared room,,Philadelphia,,UNIVERSITY_CITY,0,0.0,1,1.0,,909.0,,2017-06-09 06:14:00.426463,39.952701,-75.18797,0101000020E610000044A852B307CC52C0E9EE3A1BF2F94340
15480431,1305,76643569,Shared room,,Philadelphia,,SOMERTON,0,0.0,3,1.0,,50.0,,2017-06-09 06:14:00.424267,40.102937,-75.014041,0101000020E610000067F3380CE6C052C03046240A2D0D4440
13625939,1305,68460659,Shared room,,Philadelphia,,MANAYUNK,0,0.0,2,1.0,,65.0,,2017-06-09 06:14:00.421822,40.031058,-75.224863,0101000020E610000026C5C72764CE52C0BC2363B5F9034440
18210241,1305,36092985,Shared room,,Philadelphia,,NORTH_CENTRAL,0,0.0,10,1.0,,15.0,,2017-06-09 06:14:00.416585,39.972513,-75.159966,0101000020E6100000349E08E23CCA52C0A9F7544E7BFC4340
15579869,1305,18041910,Shared room,,Philadelphia,,RITTENHOUSE,3,4.5,2,1.0,,55.0,,2017-06-09 06:14:00.409858,39.946265,-75.167549,0101000020E61000008FDE701FB9CA52C0BA2C26361FF94340
12356330,1305,50308154,Shared room,,Philadelphia,,OLD_CITY,13,4.5,16,1.0,,30.0,,2017-06-09 06:14:00.406930,39.948606,-75.146048,0101000020E61000005BE9B5D958C952C00A65E1EB6BF94340
7581834,1305,39755836,Shared room,,Philadelphia,,GRADUATE_HOSPITAL,1,0.0,16,1.0,,100.0,,2017-06-09 06:14:00.404621,39.942999,-75.170109,0101000020E610000056F0DB10E3CA52C09294F430B4F84340
